	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	per_tile_sequence_quality	r_processed	r_with_adapters	r_written	bp_processed	quality_trimmed	bp_written	percent_trimmed	pe_sense	pe_antisense	failed	se_sense	se_antisense
SRX8044165	89970496	657934	10952416	77514659	0	0	0	0	615545	0	0	0	0	173610	54964	1368	0.7312775067951165	89970496.0	12455837.0	13.84	77514659.0	86.16	SRX8044165_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	89970496.0	0.0	20-101	53.0	14.072571085749686	94.13454777441707	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		90146475	40044799	90146475	9104793975	104228410	8515528687	6.472033190624722	0.1159	0.128	0.7561		
SRX8044166	62855992	1489818	30121413	29286992	0	0	0	0	1552111	0	0	0	0	292754	96251	16653	2.3702083963610026	62855992.0	33569000.0	53.41	29286992.0	46.59	SRX8044166_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	62855992.0	0.0	20-101	54.0	9.12476064568096	95.17397319892748	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		62872562	30507892	62872562	6350128762	12407534	6022676391	5.156625688592612	0.1993	0.1834	0.6174		
SRX8044167	67468375	1285678	27326712	37423350	0	0	0	0	1039747	0	0	0	0	308107	72733	12048	1.905600957485637	67468375.0	30045025.0	44.53	37423350.0	55.47	SRX8044167_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	67468375.0	0.0	20-101	53.0	8.673596374370165	95.51548357285914	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		67526374	31712997	67526374	6820163774	19895140	6492393653	4.8058980966048575	0.0037	0.0053	0.991		
SRX8044168	50876232	1128006	19564605	27767342	0	0	0	0	2072692	0	0	0	0	281268	55385	6934	2.217157119654616	50876232.0	23108890.0	45.42	27767342.0	54.58	SRX8044168_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	50876232.0	0.0	20-101	53.0	14.544393176787032	88.75156065016766	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass		50909298	29424805	50909298	5141839098	19632561	4547381729	11.561181858670444	0.1653	0.1637	0.6709999999999999		
SRX8044169	36317374	7955	212886	36075795	0	0	0	0	16125	0	0	0	0	3888	511	214	0.02190411674588586	36317374.0	241579.0	0.67	36075795.0	99.33	SRX8044169_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	36317374.0	0.0	20-101	50.0	28.403991392089328	93.59643392718868	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		36407109	14561600	36407109	3677118009	52643389	3428088527	6.7724092996331136	0.3617	0.3511	0.2872		
SRX8044170	38782229	759	23312	38727891	0	0	0	0	5172	0	0	0	0	25038	51	6	0.0019570819408033513	38782229.0	54338.0	0.14	38727891.0	99.86	SRX8044170_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	38782229.0	0.0	20-101	51.0	22.95432483137404	91.26336214455335	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		38895860	17103500	38895860	3928481860	73512651	3565982795	9.227459306634039	0.1765	0.5294	0.2941		
SRX8044171	67485277	1133	329294	67113448	0	0	0	0	36867	0	0	0	0	4439	79	17	0.0016788847143651793	67485277.0	371829.0	0.55	67113448.0	99.45	SRX8044171_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	67485277.0	0.0	20-101	53.0	20.6083158724336	92.65718275113548	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		67632751	30620504	67632751	6830907851	88501085	6306978988	7.669974100489442	0.5455	0.3636	0.0909		
SRX8044172	70968079	623618	7077749	62772863	0	0	0	0	406376	0	0	0	0	59128	24538	3807	0.8787302809760428	70968079.0	8195216.0	11.55	62772863.0	88.45	SRX8044172_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	70968079.0	0.0	20-101	53.0	16.734315748710316	93.02407700791788	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		71153546	33020648	71153546	7186508146	76343776	6661282951	7.308489524113872	0.0	0.0	1.0		
SRX8044173	75965608	968732	8262632	66055560	0	0	0	0	475735	0	0	0	0	129009	65292	8648	1.2752244410391609	75965608.0	9910048.0	13.05	66055560.0	86.95	SRX8044173_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	75965608.0	0.0	20-101	52.0	15.336727030348339	94.7230457761886	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		76095911	33403247	76095911	7685687011	76897847	7236262469	5.847551967140598	0.5139	0.4583	0.0278		
SRX8044174	41993629	66640	1950624	39810683	0	0	0	0	92001	0	0	0	0	62874	9420	1387	0.15869073854036286	41993629.0	2182946.0	5.2	39810683.0	94.8	SRX8044174_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	41993629.0	0.0	20-101	54.0	28.984276536783586	91.99813452654922	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		42219244	19140319	42219244	4264143644	68444206	3928458675	7.872271598362692	0.0254	0.0259	0.9487		
SRX8044175	65148773	1673958	21456505	40683775	0	0	0	0	950015	0	0	0	0	255151	108100	21269	2.569439028421917	65148773.0	24464998.0	37.55	40683775.0	62.45	SRX8044175_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	65148773.0	0.0	20-101	53.0	11.555213142235827	94.939754675042	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass		65187745	31298677	65187745	6583962245	24674579	6229214322	5.388061319297557	0.0271	0.0214	0.9514		
SRX8044177	40095817	611192	5942175	33152011	0	0	0	0	281051	0	0	0	0	74133	27551	7704	1.5243285851988002	40095817.0	6943806.0	17.32	33152011.0	82.68	SRX8044177_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	40095817.0	0.0	20-101	55.0	13.383152866416207	92.74113855816928	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass		40304657	19495898	40304657	4070770357	56485718	3772811424	7.319472897498059	0.3071	0.3043	0.3885		
SRX8044178	32420597	694995	11013705	19796455	0	0	0	0	736265	0	0	0	0	125066	44623	9488	2.143683535500596	32420597.0	12624142.0	38.94	19796455.0	61.06	SRX8044178_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	32420597.0	0.0	20-101	53.0	15.226711642368764	93.02097546198793	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		32452838	16213289	32452838	3277736638	17007418	3036871160	7.348530544143125	0.4914	0.5057	0.0028		
SRX8044179	37738302	269938	9153700	27128851	0	0	0	0	1060236	0	0	0	0	112577	8018	4982	0.7152892040558687	37738302.0	10609451.0	28.11	27128851.0	71.89	SRX8044179_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	37738302.0	0.0	20-101	54.0	14.011487377163474	91.34117767142784	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		37768655	19350759	37768655	3814634155	21038418	3469998707	9.03456095647526	0.3445	0.2521	0.4034		
SRX8044180	29102812	34193	1111488	27875168	0	0	0	0	76793	0	0	0	0	3578	1474	118	0.11749036484859265	29102812.0	1227644.0	4.22	27875168.0	95.78	SRX8044180_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	29102812.0	0.0	20-101	51.0	26.326005139443712	92.28991899476931	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		29175822	12441316	29175822	2946758022	51695138	2705566786	8.184969183058357	0.0007	0.0008	0.9985		
SRX8044181	51698910	911275	11676956	37854587	0	0	0	0	1113345	0	0	0	0	71351	44554	26842	1.7626580521716997	51698910.0	13844323.0	26.78	37854587.0	73.22	SRX8044181_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	51698910.0	0.0	20-101	53.0	15.099488374901451	95.25016214074921	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		51748535	22718344	51748535	5226602035	27509371	4961752088	5.0673448107667145	0.0	0.0	1.0		
SRX8044182	78170280	437895	8080315	59890970	0	0	0	0	1147638	0	0	0	0	8589546	20685	3231	0.5601809280969698	78170280.0	18279310.0	23.38	59890970.0	76.62	SRX8044182_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	78170280.0	0.0	20-101	53.0	13.312828091724029	92.41845266513052	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		78267335	39315194	78267335	7905000835	56488720	7270639766	8.0248071093341	0.0	0.0002	0.9998		
SRX8044183	75767721	1156927	7247473	66748004	0	0	0	0	352300	0	0	0	0	191877	47608	23532	1.5269391565835801	75767721.0	9019717.0	11.9	66748004.0	88.1	SRX8044183_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	75767721.0	0.0	20-101	54.0	16.719856261255845	94.02952856401737	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		75910403	34413735	75910403	7666950703	63965782	7194629566	6.160482247723148	0.0	0.0	1.0		
SRX8044184	55896400	815855	17863360	36196036	0	0	0	0	783959	0	0	0	0	177587	54495	5108	1.4595841592660708	55896400.0	19700364.0	35.24	36196036.0	64.76	SRX8044184_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	55896400.0	0.0	20-101	54.0	13.680303963545574	93.91860105480852	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		55972145	27766959	55972145	5653186645	39115227	5282380036	6.55924936297588	0.1128	0.1183	0.7689		
SRX8044185	56043676	1108485	18371226	35392978	0	0	0	0	830861	0	0	0	0	253584	70356	16186	1.977894883269256	56043676.0	20650698.0	36.85	35392978.0	63.15	SRX8044185_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	56043676.0	0.0	20-101	53.0	14.661881372105393	94.28146783233849	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass		56162982	26444838	56162982	5672461182	47720555	5321877538	6.180450297526603	0.0705	0.0673	0.8622		
SRX8044186	43782448	770038	7702731	34838357	0	0	0	0	320610	0	0	0	0	94016	47735	8961	1.7587824234953695	43782448.0	8944091.0	20.43	34838357.0	79.57	SRX8044186_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	43782448.0	0.0	20-101	52.0	19.353552876482393	94.02312031524595	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		43983726	18691752	43983726	4442356326	83072216	4148683471	6.61074514174395	0.1687	0.1735	0.6578		
SRX8044187	86407525	1439415	31184827	50895149	0	0	0	0	2524424	0	0	0	0	198191	131352	34167	1.665844496761133	86407525.0	35512376.0	41.1	50895149.0	58.9	SRX8044187_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	86407525.0	0.0	20-101	53.0	10.985463497616301	93.7452074226174	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		86440264	42272607	86440264	8730466664	28057015	8158051023	6.556529714045535	0.355	0.3596	0.2854		
SRX8044188	40206117	101739	1958988	37937922	0	0	0	0	169315	0	0	0	0	29026	8888	239	0.25304358538279137	40206117.0	2268195.0	5.64	37937922.0	94.36	SRX8044188_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	40206117.0	0.0	20-101	52.0	21.27452319071457	91.37660630097656	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		40314433	18616586	40314433	4071757733	66185051	3701504274	9.093209451025066	0.4978	0.4837	0.0185		
SRX8044189	63931466	319458	9382618	53462021	0	0	0	0	650728	0	0	0	0	108991	4512	3138	0.4996882129998395	63931466.0	10469445.0	16.38	53462021.0	83.62	SRX8044189_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	63931466.0	0.0	20-101	53.0	19.768738317101807	92.44270081339914	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		64035665	29869391	64035665	6467602165	58989823	5970099439	7.692228329879037	0.364	0.424	0.212		
SRX8044190	61267037	104905	3956598	56789487	0	0	0	0	360083	0	0	0	0	46494	9370	100	0.17122584204618874	61267037.0	4477550.0	7.31	56789487.0	92.69	SRX8044190_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	61267037.0	0.0	20-101	53.0	19.079513159254827	89.8090681290822	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		61405000	31563367	61405000	6201905000	78826155	5530662227	10.82317083218785	0.5106	0.4574	0.0319		
SRX8044191	63004407	530563	7574322	54319476	0	0	0	0	497796	0	0	0	0	53503	10758	17989	0.8421045848427714	63004407.0	8684931.0	13.78	54319476.0	86.22	SRX8044191_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	63004407.0	0.0	20-101	52.0	14.817954379381652	95.45464579961843	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		63113627	26377357	63113627	6374476327	51967560	6063961074	4.8712276439833735	0.3512	0.2976	0.3512		
SRX8044192	46439210	501450	9345129	35731316	0	0	0	0	750327	0	0	0	0	72523	31067	7398	1.0797987304262928	46439210.0	10707894.0	23.06	35731316.0	76.94	SRX8044192_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	46439210.0	0.0	20-101	53.0	22.05564261404102	94.27428356339395	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		46641082	19298962	46641082	4710749282	46328368	4445429700	5.63221615325186	0.0237	0.0392	0.9371		
SRX8044193	50247854	412688	7500660	41653141	0	0	0	0	565326	0	0	0	0	88049	21255	6735	0.8213047267650476	50247854.0	8594713.0	17.1	41653141.0	82.9	SRX8044193_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	50247854.0	0.0	20-101	53.0	17.35047710044512	92.51554623606413	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		50347218	24795332	50347218	5085069018	28703223	4694693586	7.676895448580122	0.091	0.0913	0.8177		
SRX8044194	41201955	593193	8172746	31859034	0	0	0	0	451081	0	0	0	0	77135	37833	10933	1.4397205181161914	41201955.0	9342921.0	22.68	31859034.0	77.32	SRX8044194_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	41201955.0	0.0	20-101	53.0	18.497549566425377	94.4885881264615	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		41319736	18339404	41319736	4173293336	30024642	3938720397	5.620811194279299	0.2581	0.3871	0.3548		
SRX8044195	83364305	388593	21119289	60339062	0	0	0	0	1132316	0	0	0	0	369137	13618	2290	0.4661383550189737	83364305.0	23025243.0	27.62	60339062.0	72.38	SRX8044195_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	83364305.0	0.0	20-101	53.0	13.329239381003735	92.1095711407898	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		83454034	42465684	83454034	8428857434	90148841	7727428274	8.321758500394159	0.0021	0.0029	0.995		
SRX8044196	78634873	833227	29792868	45934815	0	0	0	0	1669575	0	0	0	0	391295	12263	830	1.059615115039354	78634873.0	32700058.0	41.58	45934815.0	58.42	SRX8044196_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	78634873.0	0.0	20-101	53.0	12.451272828249962	93.91406759186856	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		78692272	37121985	78692272	7947919472	76802550	7436379350	6.436151294714577	0.0	0.0	1.0		
SRX8044197	45951582	79565	2036056	43664520	0	0	0	0	156793	0	0	0	0	10650	3007	991	0.17314964259554766	45951582.0	2287062.0	4.98	43664520.0	95.02	SRX8044197_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	45951582.0	0.0	20-101	53.0	23.9618664854988	92.2546824612045	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		46033573	20906975	46033573	4649390873	68240770	4269688056	8.16672177865309	0.3546	0.2713	0.3741		
SRX8044198	92227200	1668649	48854450	38182171	0	0	0	0	2826659	0	0	0	0	597104	71141	27026	1.8092807761701537	92227200.0	54045029.0	58.6	38182171.0	41.4	SRX8044198_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	92227200.0	0.0	20-101	54.0	7.536229154128767	97.67730070955206	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		92243944	39722407	92243944	9316638344	8988764	9073058748	2.6144579944639315	0.4609	0.4967	0.0424		
SRX8044199	74741742	488534	25287575	47149831	0	0	0	0	1424924	0	0	0	0	348958	41857	63	0.6536294002887971	74741742.0	27591911.0	36.92	47149831.0	63.08	SRX8044199_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	74741742.0	0.0	20-101	53.0	13.146306676780341	95.90262148291914	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		74814742	32015285	74814742	7556288942	39649012	7234854104	4.253871714901926	0.5173	0.4812	0.0015		
SRX8044200	71057038	919349	31697	69812726	0	0	0	0	77687	0	0	0	0	97137	93750	24692	1.2938183547701496	71057038.0	1244312.0	1.75	69812726.0	98.25	SRX8044200_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	71057038.0	0.0	20-101	53.0	23.18369849597413	86.82031626480125	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass		71416819	34068652	71416819	7213098719	250264405	6263183460	13.169309003047905	0.0885	0.0887	0.8229		
SRX8044201	73420885	233865	8137003	55143609	0	0	0	0	1005084	0	0	0	0	8894578	6746	0	0.31852653369678124	73420885.0	18277276.0	24.89	55143609.0	75.11	SRX8044201_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	73420885.0	0.0	20-101	53.0	20.03167874666161	91.23412914458876	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		73502542	37608648	73502542	7423756742	61401770	6746049545	9.128898218955136	1.0	0.0	0.0		
SRX8044202	24729395	19795	806773	23831680	0	0	0	0	64789	0	0	0	0	5374	597	387	0.08004643866135827	24729395.0	897715.0	3.63	23831680.0	96.37	SRX8044202_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24729395.0	0.0	20-101	53.0	29.43226407709628	91.93285674801184	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		24838938	11012971	24838938	2508732738	58985202	2274302316	9.344575388564168	0.4642	0.4801	0.0557		
SRX8044203	26171118	25504	996025	25071914	0	0	0	0	72041	0	0	0	0	4509	781	344	0.09745093809137233	26171118.0	1099204.0	4.2	25071914.0	95.8	SRX8044203_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	26171118.0	0.0	20-101	52.0	26.345729467696408	92.853471372526	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		26287082	10818081	26287082	2654995282	37537993	2455278894	7.522287868231323	0.4583	0.4881	0.0536		
SRX8044204	103947157	2808308	30063434	68586961	0	0	0	0	1341491	0	0	0	0	1015188	58343	73432	2.70166888739439	103947157.0	35360196.0	34.02	68586961.0	65.98	SRX8044204_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	103947157.0	0.0	20-101	54.0	6.962351529885044	96.15273512482888	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		104012036	46994330	104012036	10505215636	39100758	10056472673	4.271620674422109	0.3982	0.5426	0.0592		
SRX8044205	66772333	376585	23961730	40312582	0	0	0	0	1774765	0	0	0	0	326752	18356	1563	0.5639835888316198	66772333.0	26459751.0	39.63	40312582.0	60.37	SRX8044205_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	66772333.0	0.0	20-101	54.0	10.951853301465215	95.3356532862196	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass		66812246	30732954	66812246	6748036846	30892621	6405010288	5.083353363776224	0.0747	0.0663	0.8590000000000001		
SRX8044206	110035009	2267015	55406318	47547972	0	0	0	0	3822944	0	0	0	0	828973	103187	58600	2.060267019199317	110035009.0	62487037.0	56.79	47547972.0	43.21	SRX8044206_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	110035009.0	0.0	20-101	54.0	8.115170873376483	96.6392902280764	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass		110058707	49127306	110058707	11115929407	12276471	10711612227	3.6372773269447944	0.4519	0.4578	0.0903		
SRX8044207	100915721	1171195	44027029	51370324	0	0	0	0	3620798	0	0	0	0	719609	6044	722	1.1605674402306456	100915721.0	49545397.0	49.1	51370324.0	50.9	SRX8044207_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	100915721.0	0.0	20-101	54.0	9.621360120738256	95.87589616488	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass		100967319	45193103	100967319	10197699219	38232365	9741204968	4.476443570226858	0.15	0.14	0.71		
SRX8044208	26045889	24357	975758	24970709	0	0	0	0	69263	0	0	0	0	4932	540	330	0.09351571758598834	26045889.0	1075180.0	4.13	24970709.0	95.87	SRX8044208_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	26045889.0	0.0	20-101	53.0	36.18367936558971	91.57623262542508	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		26163345	11254815	26163345	2642497845	39215302	2426500039	8.174001216640537	0.0311	0.0178	0.9512		
SRX8044209	22473336	19498	596625	21804705	0	0	0	0	48451	0	0	0	0	3315	408	334	0.08676059486673451	22473336.0	668631.0	2.98	21804705.0	97.02	SRX8044209_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22473336.0	0.0	20-101	53.0	27.805179997831512	92.17457025516815	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass		22573291	9687615	22573291	2279902391	33730980	2093014950	8.197168516413035	0.4426	0.541	0.0164		
SRX8044210	105077492	365341	28954812	74075650	0	0	0	0	1335552	0	0	0	0	315726	30343	68	0.3476872097404076	105077492.0	31001842.0	29.5	74075650.0	70.5	SRX8044210_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	105077492.0	0.0	20-101	55.0	13.504499999561991	95.28095257545736	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		105172346	46373679	105172346	10622406946	72180633	10081841937	5.088912632965512	0.4348	0.3913	0.1739		
SRX8044211	102091027	1558425	41900203	55112882	0	0	0	0	2849228	0	0	0	0	633576	36706	7	1.5265053607502646	102091027.0	46978145.0	46.02	55112882.0	53.98	SRX8044211_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	102091027.0	0.0	20-101	53.0	9.931141521976928	95.75235128156756	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		102156538	45300483	102156538	10317810338	34138504	9856759741	4.468492653930387	0.3333	0.3333	0.3333		
SRX8044212	31809140	14022	614280	31124862	0	0	0	0	51675	0	0	0	0	3714	473	114	0.044081669608169234	31809140.0	684278.0	2.15	31124862.0	97.85	SRX8044212_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	31809140.0	0.0	20-101	53.0	29.4683259630504	90.78343740195429	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass		31941827	14692523	31941827	3226124527	76711405	2887458540	10.497610497228026	0.2206	0.2794	0.5		
SRX8044214	63990226	465591	14481474	47352696	0	0	0	0	1417351	0	0	0	0	269105	1074	2935	0.7275970552127758	63990226.0	16637530.0	26.0	47352696.0	74.0	SRX8044214_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	63990226.0	0.0	20-101	54.0	21.474675349403345	88.14667477498828	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		64055463	35828640	64055463	6469601763	60471317	5681176509	12.186611833035016	0.4	0.4	0.2		
SRX8044215	57803852	209494	12728429	42594503	0	0	0	0	1620983	0	0	0	0	625203	20230	5010	0.36242221366147015	57803852.0	15209349.0	26.31	42594503.0	73.69	SRX8044215_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	57803852.0	0.0	20-101	54.0	20.12946371571455	89.16778926774637	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass		57860810	31923628	57860810	5843941810	39315991	5195307448	11.099261133813377	0.4424	0.5021	0.0555		
SRX8044216	74296556	360109	26458759	45884389	0	0	0	0	1398271	0	0	0	0	179976	14560	492	0.4846913765424067	74296556.0	28412167.0	38.24	45884389.0	61.76	SRX8044216_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	74296556.0	0.0	20-101	53.0	13.266696138855062	95.68152098463352	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		74348546	32447724	74348546	7509203146	61936791	7157413111	4.684785165086277	0.3077	0.4615	0.2308		
SRX8044217	101698000	570731	40697951	56533981	0	0	0	0	3177238	0	0	0	0	669960	43090	5049	0.5612017935455957	101698000.0	45164019.0	44.41	56533981.0	55.59	SRX8044217_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	101698000.0	0.0	20-101	54.0	10.006638750060052	95.21604743456116	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		101750120	46580272	101750120	10276762120	44743737	9753401030	5.092665217787488	0.4871	0.5128	0.0001		
SRX8044218	30179112	9804	466734	29143822	0	0	0	0	66003	0	0	0	0	492194	464	91	0.03248604531505102	30179112.0	1035290.0	3.43	29143822.0	96.57	SRX8044218_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	30179112.0	0.0	20-101	54.0	44.44782145511428	90.8823504813528	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass		30299749	14194780	30299749	3060274649	38869372	2784564827	9.009316274606043	0.525	0.25	0.225		
SRX8044237	49842520	1745	133683	49691865	0	0	0	0	14207	0	0	0	0	899	107	14	0.003501026834116734	49842520.0	150655.0	0.3	49691865.0	99.7	SRX8044237_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	49842520.0	0.0	20-101	52.0	22.46977078673156	92.07714686175579	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		49978166	22419549	49978166	5047794766	88112638	4624092261	8.393814024569634	0.2778	0.4074	0.3148		
SRX8044238	71823623	46787	2013828	69573257	0	0	0	0	138015	0	0	0	0	50558	1130	48	0.06514152036023023	71823623.0	2250366.0	3.13	69573257.0	96.87	SRX8044238_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	71823623.0	0.0	20-101	56.0	33.14962468866703	86.44563137674076	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		72111857	41702357	72111857	7283297557	152424199	6257871912	14.079139798626795	0.5064	0.4755	0.0181		
SRX8044239	47741443	94370	7138879	39756893	0	0	0	0	435576	0	0	0	0	313000	2717	8	0.1976689309537628	47741443.0	7984550.0	16.72	39756893.0	83.28	SRX8044239_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	47741443.0	0.0	20-101	53.0	14.608273415176996	91.76658912467308	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		47865011	24617981	47865011	4834366111	55790595	4406135947	8.858041657739065					
SRX8044240	70077789	141805	6708322	55422181	0	0	0	0	737172	0	0	0	0	7058351	5850	4108	0.20235370154158255	70077789.0	14655608.0	20.91	55422181.0	79.09	SRX8044240_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	70077789.0	0.0	20-101	53.0	12.971170641069849	94.047588972877	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass		70163308	33090446	70163308	7086494108	48057443	6642042404	6.271813639106183	0.12	0.33	0.55		
SRX8044241	62208777	652200	12951591	46732214	0	0	0	0	1463731	0	0	0	0	363226	36260	9555	1.0484051149245386	62208777.0	15476563.0	24.88	46732214.0	75.12	SRX8044241_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	62208777.0	0.0	20-101	53.0	18.596617220997288	88.57107912602108	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass		62274214	34971309	62274214	6289695614	39981631	5555353170	11.675325628881856	0.5083	0.4917	0.0001		
